map#	urban_packing	rural_packing	college_degree_packing	income_packing	poverty_packing	minority_packing	repub_packing	dem_packing	compactness	minority_wins	dem_wins
779	0.9604024823	0.8473348928	0.6195698928	0.7002913722	0.6509574452	0.5814740737	0.52755148	0.5429564063	0.3717999024	13	40
780	0.537642948	0.4738301938	0.6298696311	0.6615326675	0.7284484766	0.6763530252	0.5769366998	0.5894471414	0.2741481603	13	39
781	0.5267998202	0.4340876708	0.5963609279	0.5299055274	0.6519811524	0.4508902765	0.4583941528	0.4602452696	0.3613481274	13	40
782	0.374416337	0.3349933164	0.4107486142	0.31314216	0.2037220216	0.1529112783	0.212282831	0.2015202875	0.1047547388	13	42
783	0.3559944217	0.3153069623	0.5329233185	0.5050604651	0.5462319667	0.5666113816	0.4874613106	0.48451171	0.2274886606	14	39
784	0.6370297345	0.5167451121	0.5974890728	0.5705096964	0.7056690797	0.3997657906	0.2966064662	0.309235366	0.4480241806	12	39
785	0.385249989	0.3054274215	0.3669487321	0.5552156894	0.7313005901	0.3128278432	0.3499912613	0.3382421916	0.2484813262	12	40
786	0.4834156388	0.4834124788	0.5809678785	0.6373108596	0.5421822021	0.5954357632	0.5778275253	0.591609096	0.4865540839	12	39
787	0.3913071615	0.3978773327	0.7092864375	0.5368645574	0.6241590833	0.4926372198	0.4764843124	0.5083743772	0.6125615893	12	39
788	0.5037042663	0.371261073	0.3394993804	0.3303520124	0.3897800001	0.4118616184	0.4643721291	0.4782739939	0.6325588217	13	41
789	0.6832959822	0.544056103	0.70390941	0.5317048638	0.5724959345	0.5533362648	0.64128209	0.6341150753	0.459381645	14	38
790	0.3805829698	0.3915510658	0.3948714934	0.4776927481	0.4592540396	0.4773394072	0.4080562428	0.4116632805	0.4154597458	13	40
791	0.5266595549	0.499892465	0.2444174752	0.6048213472	0.6399749793	0.5515922285	0.6454299216	0.6469625681	0.4250542984	12	41
792	0.5217639269	0.490653261	0.5453979356	0.5921271298	0.5787241197	0.7202778957	0.6042762402	0.614571919	0.3500206311	13	40
793	0.5075691575	0.3631383624	0.6871796718	0.5983669492	0.6953128484	0.5280917484	0.403032474	0.420214051	0.2797554805	11	39
794	0.6835683323	0.6454904392	0.5421535998	0.5539938733	0.8046272757	0.5521657499	0.5468013011	0.5406940656	0.2783608855	14	38
795	0.5286831721	0.4026036956	0.59051653	0.419824404	0.4940048063	0.2444691831	0.1785773577	0.1960531701	0.3474788523	12	42
796	0.4551396049	0.3532375269	0.281610912	0.5136263666	0.3446320173	0.3395633209	0.3924493057	0.3998431556	0.4585443062	14	41
797	0.4082334036	0.4376323387	0.4350191995	0.5079981602	0.6113389265	0.4876921761	0.4338590509	0.4313949607	0.2860636098	14	42
798	0.2384221666	0.2604594896	0.4621328675	0.5409046458	0.513806335	0.5093503352	0.5645542294	0.5776988149	0.67892235	12	40
799	0.2719564614	0.1869572639	0.5022806535	0.532669245	0.614891174	0.431092603	0.387827441	0.4098969618	0.2429656066	12	39
800	0.5237325663	0.4470221187	0.7615361049	0.7658635193	0.5758355204	0.5621915521	0.4419432945	0.4592267246	0.4025390489	13	38
801	0.6811607311	0.624122194	0.5473565437	0.6362991083	0.7653596902	0.528353978	0.6637969599	0.6549520702	0.2026681054	12	41
802	0.6951356155	0.7591569971	0.6110944525	0.6146420415	0.9230990259	0.6891352905	0.8024571058	0.7917579325	0.574591255	14	40
803	0.2634662442	0.117282641	0.3902817664	0.3031029927	0.4978152067	0.450961208	0.466516914	0.4642076674	0.3919781671	12	39
804	0.5713723074	0.6068060345	0.6182632088	0.6699140054	0.61921288	0.5119279721	0.438809907	0.4820207399	0.4611153148	12	41
805	0.2489529867	0.2254906557	0.4930713987	0.464691138	0.4358053534	0.3889496779	0.3896839883	0.3927116819	0.3791106132	13	39
806	0.4783391089	0.4720540113	0.4232037299	0.3878344464	0.4954469022	0.52850603	0.4889874862	0.5053229366	0.3853239609	12	40
807	0.6164894218	0.5398341061	0.3877316197	0.500490745	0.4345765566	0.4364331	0.3381208183	0.3787243907	0.3170370534	11	41
808	0.6144797292	0.594959032	0.545596791	0.5848166724	0.5402119325	0.458407915	0.4662162932	0.4650895446	0.3503227842	12	41
809	0.4297039113	0.4114298186	0.6521691694	0.5682956116	0.6117901698	0.5584562356	0.5879953369	0.5950052205	0.4084394144	12	40
810	0.237130179	0.2278413025	0.5310312064	0.7420202762	0.5586998812	0.5586208576	0.5421431576	0.5377655957	0.5154612743	15	40
811	0.2916903302	0.3742528925	0.6492879952	0.4631285055	0.7528903153	0.7301190666	0.698095287	0.6947188612	0.4650152755	12	40
812	0.4491662607	0.5737653399	0.3824424451	0.4175357922	0.3476746623	0.498382672	0.4488738574	0.4527444467	0.4657814313	14	39
813	0.7616254143	0.6604347439	0.4740011508	0.5852952462	0.5246506744	0.5838047919	0.3911470371	0.4242452491	0.6441605901	10	42
814	0.2667811815	0.2665513202	0.3162927003	0.4801027822	0.5564324717	0.4713834025	0.511552117	0.5120194601	0.4513622795	13	40
815	0.3493375617	0.2037685942	0.2108194139	0.3627561365	0.5009744389	0.3180784627	0.4272631823	0.4482289776	0.3705996803	12	39
816	0.4929621389	0.4467233221	0.3016238044	0.3897293724	0.5241408557	0.4315367789	0.3885038959	0.4220700089	0.4033243838	14	38
817	0.5236417821	0.4452766809	0.4092681197	0.4327685954	0.562404686	0.4831246443	0.4075214186	0.4280136316	0.3843272062	12	39
818	0.4126457328	0.3705299693	0.5811269239	0.5545905683	0.5871424923	0.439839682	0.5110770941	0.5193362639	0.3316487436	13	40
819	0.516432542	0.4440010581	0.6388666012	0.5209487896	0.6245413826	0.4154368102	0.3116176513	0.3186670327	0.3220473202	10	41
820	0.4458315907	0.45421014	0.2721956636	0.5140283009	0.6394471749	0.5865309454	0.4435401099	0.4453951221	0.4066536701	12	41
821	0.3915465715	0.4163306956	0.4597781202	0.342254663	0.4485916058	0.568699076	0.3968563173	0.3837549749	0.0101022346	14	40
822	0.6413593517	0.5554365878	0.509366644	0.6115872924	0.5738955771	0.4296344345	0.6640330931	0.6569169613	0.6646830729	13	39
823	0.4214565632	0.3273710576	0.635241531	0.4206976993	0.4088415808	0.6342172316	0.4042287322	0.4215311396	0.3202012025	13	40
824	0.7690893091	0.6513820127	0.4498720129	0.6705045906	0.6337367867	0.6706552935	0.5948595603	0.6244158054	0.4741083988	12	38
825	0.5355592346	0.4713641735	0.4081866288	0.3910879485	0.5197769808	0.5092345907	0.3050888423	0.339774851	0.269792279	13	39
826	0.6023285774	0.6220345167	0.502554497	0.6525598755	0.7564664853	0.4038902265	0.3694961838	0.402578207	0.3325031475	12	42
827	0.4437252605	0.4296199489	0.5227220613	0.7033932034	0.783123696	0.359803284	0.4748968485	0.4711861903	0.6234442253	13	39
828	0.532140617	0.6173614274	0.8021664285	0.6879490702	0.7491935129	0.7240894649	0.7833789459	0.771483206	0.5952787085	13	42
829	0.5233888606	0.3857978745	0.3438524978	0.5821558866	0.4273652952	0.5249109018	0.6323760626	0.6147580278	0.3395881484	14	37
830	0.1363836509	0.1761452995	0.3366545731	0.5678418259	0.5036194044	0.4793245745	0.4936933413	0.501703756	0.4510797236	12	39
831	0.7983652039	0.6700764289	0.5926624322	0.5903591212	0.5448987328	0.1586945888	0.2296400302	0.2489600439	0.339338978	13	43
832	0.2960329894	0.3496940956	0.6151138873	0.5025286342	0.5588788269	0.5816376695	0.5879927726	0.5851846944	0.3934517821	13	38
833	0.4725216206	0.4518777024	0.7162482503	0.6316912264	0.6266452127	0.4839450488	0.3766315823	0.4094463898	0.3366266001	12	42
834	0.1918796649	0.2333807713	0.5320750161	0.4917840183	0.5867707787	0.539376607	0.3947258792	0.4037895809	0.351785947	12	40
835	0.5492917087	0.5962572721	0.4516706695	0.6584873009	0.7129060343	0.7599988568	0.5926252196	0.6040272363	0.2949771884	13	38
836	0.7057145372	0.6881636046	0.6949727433	0.7215020191	0.7405359177	0.8023686135	0.665696578	0.6666422953	0.4777606851	12	40
837	0.6186859771	0.5725350274	0.6099823846	0.7824883925	0.7140335261	0.6651559174	0.7894256286	0.7940153956	0.237380087	13	40
838	0.5981054225	0.5479129421	0.7517988697	0.6544952497	0.7541616902	0.7792940882	0.5944126806	0.610309958	0.2967505717	10	40
839	0.4099490026	0.4045432385	0.536055983	0.5527692508	0.5375338112	0.5686068159	0.5299988671	0.5335797001	0.5817939481	14	38
840	0.362613934	0.3103730694	0.5386857852	0.7703558995	0.5025456381	0.3197055022	0.3152081548	0.3406944045	0.5939396505	12	41
841	0.4982173912	0.5596413358	0.5497586049	0.5175079268	0.7435712509	0.7929531943	0.6271239072	0.6281778051	0.5173325316	13	40
842	0.7384225613	0.686805507	0.5351101895	0.4743538215	0.5980291167	0.576374503	0.5041481137	0.5066314227	0.5092784019	13	40
843	0.2746684225	0.3452106359	0.5527758802	0.6892230354	0.5982547423	0.4307563129	0.5199327951	0.5088123488	0.3850938941	12	42
844	0.6110593738	0.6615523395	0.5842624324	0.7470075747	0.8074399189	0.7878784994	0.7662728837	0.7762412954	0.4922833793	13	40
845	0.3561400769	0.3892052822	0.3934695576	0.5607016582	0.5354047274	0.3841655222	0.3779302589	0.3609717567	0.4127827048	12	43
846	0.4874182341	0.4282045828	0.6524506872	0.5126335316	0.6993846801	0.594021689	0.5905509511	0.6142965464	0.4986915763	12	41
847	0.5264185897	0.5613857761	0.3422366051	0.521959092	0.5253665101	0.5240352959	0.551896309	0.5460103236	0.4641840203	13	38
848	0.5820325809	0.492809732	0.4854432485	0.4641523507	0.4971740747	0.6496068824	0.6336237075	0.6230382659	0.3220828988	13	39
849	0.4831058496	0.5787908192	0.5476618935	0.6396276628	0.8322894056	0.8656440727	0.7719151154	0.7798213009	0.6007050501	12	39
850	0.8572766534	0.7936965401	0.6585026189	0.6497925781	0.6668527603	0.5028689999	0.5404084192	0.5323724337	0.302178402	12	39
851	0.5880904272	0.5464521723	0.3554503773	0.5243813933	0.6160085023	0.6255965838	0.6771342037	0.6866804719	0.4996961183	11	41
852	0.6759253066	0.6104497931	0.5349082117	0.5703420271	0.5163359863	0.7488183849	0.6965189045	0.6969981445	0.392691395	13	39
853	0.411827732	0.2941366648	0.7961222125	0.5859328218	0.698306164	0.3970781723	0.4239026851	0.4352576558	0.296625987	12	39
854	0.4880295438	0.4782264852	0.3739021417	0.5567112436	0.5855295414	0.5615448208	0.5989128668	0.5855200882	0.3309151342	14	39
855	0.8645192119	0.7321609747	0.3795118192	0.5938195541	0.7772994751	0.6767895129	0.5515325425	0.5892511961	0.6078412071	12	38
856	0.8213097662	0.6528124387	0.5706496617	0.4508850146	0.5604725447	0.4778864069	0.5176118145	0.5382108715	0.5176017754	13	39
857	0.3928319938	0.4219372335	0.3998660784	0.4149957342	0.3796462767	0.4925965388	0.5809665326	0.584688476	0.2298906151	11	40
858	0.3808577402	0.2795729681	0.594221012	0.5962302269	0.5645706537	0.3083480869	0.3608690978	0.3692149396	0.3685643066	11	39
859	0.4173462538	0.4549781048	0.621927389	0.6511251635	0.6090774676	0.7626359205	0.6625282987	0.671916969	0.4451025058	12	37
860	0.3788738272	0.3242684116	0.510352609	0.4262635526	0.2555395019	0.2524794663	0.146369221	0.1538521477	0.3557401978	12	42
861	0.2412228673	0.2351976749	0.2000639716	0.3668904643	0.3816261944	0.2645706142	0.3847515366	0.3606777474	0.23140481	11	39
862	0.4600712089	0.4870341738	0.4197924868	0.3890183582	0.3604382914	0.1179142387	0.212941856	0.2016289704	0.3118667042	12	39
863	0.3826133993	0.3001039181	0.5007257936	0.5709813082	0.5925881571	0.3941701336	0.4256696809	0.4509036832	0.41486856	13	43
864	0.4217417495	0.4882872941	0.5313362212	0.4776350465	0.4666168006	0.4478150495	0.5197059723	0.5233393636	0.5156985835	12	41
865	0.5107777439	0.4618159787	0.5709647487	0.647943434	0.6667870189	0.5317152987	0.5425805784	0.5655563923	0.5291107187	11	40
866	0.6724792465	0.523870125	0.5088291565	0.6531559212	0.4328316335	0.4240602934	0.4182884104	0.4276566813	0.2106904663	11	37
867	0.5413541442	0.5722730054	0.5736581975	0.6720986375	0.6169294154	0.7270402652	0.6935108611	0.6844229546	0.2947106224	12	40
868	0.3019526677	0.3487557177	0.6116156449	0.4889756471	0.5745203365	0.5726856739	0.6288449486	0.640337248	0.4309786963	13	40
869	0.5793959252	0.2947217312	0.4773886818	0.5195133453	0.6231733119	0.5962734722	0.5541441325	0.5839965793	0.3758053779	12	40
870	0.6495694602	0.6534275701	0.6275686775	0.7076689086	0.9073785289	0.7951766381	0.8239333485	0.8199064114	0.5215436294	12	41
871	0.2234048018	0.2828518528	0.4947113937	0.4833233596	0.5231648081	0.5125572396	0.5000580015	0.5066918224	0.2624020646	11	38
872	0.2803361537	0.2831350822	0.5674918831	0.5350596001	0.4140000678	0.2877190928	0.4052154535	0.4040318301	0.4967769633	14	39
873	0.4829224208	0.4893875934	0.5581775607	0.4523510637	0.447028026	0.5901619667	0.497614886	0.5149307705	0.3536804115	11	41
874	0.2345436478	0.2746228923	0.5232156233	0.5216849657	0.4990222487	0.3141802001	0.4161347876	0.4270516403	0.5499385868	12	43
875	0.4761408355	0.4389563253	0.5723132411	0.6478030492	0.6753269373	0.643852503	0.5856718227	0.5973284603	0.4036787197	12	41
876	0.5225756166	0.4329107408	0.4422026345	0.5288202152	0.5067174143	0.403147986	0.3155193624	0.3314051113	0.6540397073	13	37
877	0.3657571498	0.3309205837	0.3179618887	0.3705053272	0.5922298899	0.4786866633	0.4311446424	0.4407052155	0.6274145819	13	41
878	0.216400246	0.171513921	0.3062160121	0.3804441548	0.4866186592	0.2481379211	0.3265858364	0.3386964601	0.3674789552	12	40
879	0.4734911579	0.5758640988	0.5775051302	0.3418189909	0.3182841156	0.5583728727	0.5238549427	0.528423659	0.5432635995	14	39
880	0.3461119412	0.3616138282	0.5792130014	0.6974688458	0.8303572703	0.5463090665	0.5401090259	0.5467305608	0.48294004	14	42
881	0.6308022214	0.6205727694	0.4556640741	0.2875823798	0.5229138763	0.6984977345	0.5574986188	0.5566719067	0.5815273531	12	38
882	0.4729868017	0.376380184	0.3123392112	0.4259272545	0.3631209643	0.5099869273	0.3191903983	0.331359237	0.3832226419	12	41
883	0.4806128446	0.3785683151	0.5523038806	0.6260063135	0.6286259175	0.3195275798	0.4332295731	0.4104430921	0.4859380961	13	41
884	0.1664556181	0.2189942717	0.4584029262	0.5728505361	0.566041901	0.4383830281	0.3119825761	0.3128364978	0.2357377118	13	41
885	0.2360535387	0.2551454949	0.5946407916	0.441826429	0.4672501874	0.6109637714	0.4876358125	0.5062155517	0.4353979513	13	41
886	0.5234174492	0.5323255602	0.7223749163	0.603634389	0.7219677178	0.4813288049	0.4410364243	0.4639802074	0.4558275416	12	40
887	0	0.0508654244	0.6412943908	0.6494072757	0.4475859167	0.405070537	0.4333928055	0.4541577986	0.33534021	12	39
888	0.3575113369	0.3731535608	0.3937060978	0.4706559598	0.5748817415	0.5033108863	0.515448842	0.5337718425	0.5507123796	12	41
889	0.6183191611	0.6316111455	0.432208354	0.5383991222	0.4260326298	0.5006990809	0.3955067392	0.4115611136	0.4324238242	13	37
890	0.5653407495	0.54975655	0.6479222145	0.5575563454	0.4462727775	0.4868469574	0.4629367262	0.4781235952	0.5952444749	12	38
891	0.651093722	0.501620034	0.2512394551	0.3612139911	0.4531007451	0.4316001682	0.4648966621	0.4736605314	0.1500411644	13	39
892	0.3257145083	0.2605206462	0.6370645009	0.5984591319	0.4512954499	0.5555534769	0.5062872515	0.5146001964	0.4244859138	12	39
893	0.5699496693	0.6140717917	0.4524803999	0.6591279662	0.6975999194	0.6804514409	0.6122771896	0.6398785879	0.3579538882	13	40
894	0.6221285576	0.5522603764	0.5777068949	0.5509197672	0.7228982391	0.3417690428	0.5193116802	0.5045277188	0.4104730111	13	38
895	0.4008861577	0.4546767545	0.4101202614	0.3645141051	0.61492718	0.5992418289	0.626134217	0.6296394576	0.4889326552	13	38
896	0.5752110297	0.6687376251	0.6398534224	0.569104318	0.6775383473	0.6738384486	0.5918773452	0.5905300906	0.2245958005	13	41
897	0.6873410859	0.6728490121	0.5551276127	0.5986694654	0.6296216252	0.607796714	0.4915679084	0.5109275032	0.6268608038	14	40
898	0.3522190118	0.380796271	0.6481830118	0.661379456	0.6404566552	0.4763083485	0.5841232244	0.5824650059	0.6030930719	13	41
899	0.3038055882	0.2918710863	0.3465453238	0.4005214155	0.3883182385	0.391782565	0.2798488419	0.2950732063	0.3384817087	12	40
900	0.5523887508	0.5527684575	0.5184280014	0.6924158403	0.5763223945	0.4040092447	0.5459969539	0.5384510196	0.4801966086	13	39
901	0.1330941171	0.1650326349	0.4156473425	0.5540824627	0.5426436191	0.4657081971	0.4065814917	0.4305493421	0.2918681966	13	40
902	0.2916472691	0.3856285526	0.5362465905	0.5962417707	0.5114641817	0.5676528422	0.4102655155	0.4060454157	0.255967558	12	41
903	0.5957209451	0.6517887532	0.5774015202	0.5693191969	0.5168931193	0.6328801448	0.5060203667	0.5260130877	0.5882353711	13	37
904	0.1953052855	0.2538362813	0.4639018917	0.5268342707	0.7734578093	0.4832417767	0.6256114113	0.6180605655	0.4192386777	11	42
905	0.4129686406	0.5009952872	0.6235876515	0.477224318	0.4576961468	0.4886320647	0.558227806	0.5472427981	0.4516002755	12	39
906	0.3790373954	0.2848262909	0.5582236648	0.4970625974	0.51006494	0.5041795717	0.3640382354	0.3851059538	0.4322920204	11	39
907	0.4923748275	0.4905899852	0.7997719385	0.6988555351	0.5954739506	0.3144382977	0.486293291	0.4838929407	0.5232850238	12	40
908	0.5611044635	0.5875302782	0.6705337003	0.5860656994	0.6595413243	0.4179721022	0.6324662066	0.6320742832	0.4924105988	14	39
909	0.3361173128	0.3245614051	0.5719295627	0.5461839368	0.5126775297	0.4258396905	0.3777548802	0.3860335606	0.3643509062	12	42
910	0.6399122963	0.6989409781	0.4807929855	0.6501093852	0.7667620068	0.7536496544	0.7550715886	0.7597013049	0.4782616951	12	42
911	0.4422787201	0.468366609	0.5133422965	0.5793555282	0.6718963013	0.5845372266	0.5264013826	0.5317536145	0.4279154088	13	41
912	0.5869572827	0.5089555924	0.6148092433	0.6530992813	0.6180914738	0.4316587605	0.4883749076	0.4932127408	0.235180317	13	41
913	0.6481405345	0.6530716576	0.5506790185	0.6522234882	0.6703471385	0.6843250891	0.7200826471	0.7101744745	0.5557112147	12	41
914	0.6837475119	0.6740887931	0.599000109	0.6766056464	0.6119752265	0.3795899042	0.3964772911	0.3953003454	0.5929555249	14	41
915	0.4871639317	0.4070335815	0.6758719726	0.5354497619	0.572097543	0.4783286366	0.3582262607	0.3719959606	0.4760770917	12	38
916	0.4898920374	0.5799836007	0.4356566121	0.7075398716	0.7385236915	0.3822049644	0.4655875545	0.4717888226	0.5670563255	13	40
917	0.326747391	0.320795633	0.261674043	0.3733161442	0.6777164746	0.6578541912	0.5496117697	0.5706389076	0.2926554022	14	40
918	0.3274007527	0.2576374807	0.788303826	0.6540936987	0.5678969324	0.3803620037	0.3494557251	0.363926312	0.4863268948	13	39
919	0.2714040302	0.2910523497	0.5078684225	0.6179327512	0.4956157571	0.5065750568	0.5024992152	0.5092253019	0.2217235401	12	40
920	0.3293278316	0.2952590851	0.6041181484	0.3422120319	0.4662984292	0.4113269831	0.278364333	0.2924169998	0.4411227346	13	41
921	0.4301740698	0.3669440392	0.6344252245	0.6092105879	0.7589761549	0.465531746	0.4516017821	0.4502321026	0.4675701947	12	40
922	0.6404445166	0.6324540491	0.6160892256	0.5812213785	0.5459936166	0.4816988559	0.6025169752	0.5849379729	0.575929452	13	37
923	0.4132184025	0.3687691571	0.4500251575	0.5780850609	0.6226131333	0.4959366741	0.4874158698	0.4901101695	0.3987375505	12	39
924	0.550208856	0.5055007257	0.3971324889	0.361037492	0.4574117027	0.5194029369	0.3252927641	0.3550921711	0.5386124203	14	39
925	0.5966716169	0.564684151	0.5525692944	0.6010924006	0.4761379515	0.3980049673	0.5471683049	0.5318291836	0.42194575	14	41
926	0.8803373338	0.7137104974	0.5634911337	0.4209639984	0.4000507201	0.4037442051	0.5053585081	0.509538103	0.4906767269	12	39
927	0.4982802718	0.5943271645	0.3344706114	0.4187949007	0.3976293736	0.5217137259	0.4403978222	0.466526441	0.2561222304	11	39
928	0.4550587699	0.3558068578	0.4671648537	0.6189166379	0.6048486791	0.6469647234	0.5336206696	0.5659242505	0.5330248443	14	38
929	0.4011874409	0.3821578729	0.8128209128	0.6276266688	0.6286638025	0.5948397305	0.4544460082	0.4620439697	0.4365241381	12	38
930	0.3915248515	0.4004300386	0.3405954612	0.5070112502	0.6536697746	0.5544393657	0.4125473686	0.419383719	0.5546049195	11	41
931	0.348799619	0.3322789978	0.395610597	0.4192561663	0.4620865861	0.4759248636	0.4309405549	0.4258610812	0.3986634956	13	40
932	0.7573752271	0.5708307817	0.7468213658	0.6583479838	0.504705996	0.6646236926	0.6589305216	0.666513526	0.5262953921	12	39
933	0.6597874244	0.6821589636	0.7426961197	0.8127888045	0.7492529431	0.7408236367	0.7854435244	0.7703615377	0.4226853226	12	39
934	0.6270376584	0.481849798	0.6440767771	0.4446431721	0.4623055594	0.4555952102	0.3820623277	0.3861111232	0.4386050057	12	40
935	0.4377012901	0.3453701845	0.5858338372	0.6631043636	0.8443496969	0.291902572	0.3032303933	0.2943725046	0.4368567281	13	40
936	0.4938029956	0.43764386	0.2562533348	0.5929425578	0.675962571	0.5082008586	0.5065656827	0.5002285544	0.2812815315	13	39
937	0.4117601053	0.3220726149	0.6093927873	0.5712270218	0.5327001143	0.6704394668	0.5356528028	0.5607652536	0.5539914855	13	39
938	0.4380003979	0.416247289	0.8468907296	0.7720531495	0.74239498	0.4824993096	0.517130846	0.5217072119	0.4596030572	13	39
939	0.6152880954	0.6324965673	0.35873626	0.534634376	0.6582419535	0.6489240099	0.6925715072	0.7095698545	0.2809092011	13	40
940	0.1912461531	0.1510654312	0.2992091419	0.75629559	0.6223069757	0.4399527094	0.4240803093	0.4324746148	0.4052147064	12	40
941	0.543351808	0.5626917768	0.584026112	0.467450138	0.4992710481	0.5124800292	0.4353233943	0.4531872407	0.6126273111	12	38
942	0.6304369921	0.7019081558	0.450232702	0.5449107531	0.6426704631	0.7919887314	0.797415014	0.8096047908	0.282666043	11	39
943	0.3162503483	0.3279988116	0.6240797045	0.4639145919	0.4030765655	0.245250367	0.1753979123	0.1898792884	0.4003518485	12	42
944	0.5275144035	0.5385651175	0.7860979526	0.7886095948	0.6721549216	0.5248319857	0.6154777092	0.613446912	0.34852095	13	39
945	0.5853694083	0.5739420785	0.3549617098	0.5677040882	0.435592766	0.4587182132	0.3440462672	0.3711366654	0.4767219387	11	40
946	0.4254657711	0.2814588577	0.4518376052	0.4793469291	0.5742055922	0.4064427789	0.3558469995	0.3812983888	0.3891215922	12	39
947	0.4542994102	0.4187888466	0.4979139195	0.5733395202	0.47820636	0.4628236217	0.4785144735	0.5051759575	0.3217143548	11	39
948	0.4528178072	0.4008989406	0.6093816009	0.6384423358	0.6024895048	0.4824446245	0.5319805661	0.5402330487	0.3582799772	12	39
949	0.5640166468	0.520170309	0.3507718262	0.5034836187	0.5150121832	0.3128650937	0.3338884867	0.3853899939	0.4516901159	13	39
950	0.5806769915	0.5874159654	0.4554261893	0.5240214226	0.5136608727	0.6092684576	0.482340379	0.5088414129	0.3433038857	13	41
951	0.4836376523	0.4278651797	0.5570934958	0.611136041	0.6874021621	0.6621632366	0.6404923784	0.6659755847	0.4451683947	12	40
952	0.4270892959	0.4023404463	0.3904943862	0.5019695305	0.702108598	0.4737119257	0.4692068352	0.474679512	0.4031308022	13	39
953	0.4533258373	0.3164103918	0.5660516624	0.6058253567	0.6040186247	0.488808099	0.4629751567	0.4643779598	0.4275545905	12	40
954	0.3598306169	0.3621011051	0.3346562979	0.3802104902	0.4017577496	0.6801820065	0.7020162222	0.6786801599	0.5481242378	12	39
955	0.3326572824	0.4587099813	0.6578544689	0.67006867	0.6649190162	0.5824390196	0.5725560632	0.5746689637	0.2346631802	12	40
956	0.4548660057	0.4112419795	0.561744274	0.6867010633	0.8851267676	0.6760140309	0.5944713629	0.6160505273	0.4258495165	13	40
957	0.5759553309	0.5977882473	0.5618355133	0.5926471387	0.6261867888	0.6206116281	0.5886310088	0.598206011	0.579601879	12	39
958	0.3876400355	0.3663834937	0.4665371401	0.6811185697	0.8064360605	0.7093410571	0.6221035227	0.6281121307	0.3953252141	14	40
959	0.3351823726	0.4754670801	0.4378976081	0.4404337206	0.7081121133	0.5299472228	0.5692282005	0.5805016386	0.6596730469	12	40
960	0.4806525967	0.5324679984	0.5213427548	0.7255282299	0.6802585123	0.7003179928	0.5949233144	0.5921482292	0.6434570994	10	39
961	0.3675794309	0.2825869487	0.5993655977	0.3469973476	0.5717019336	0.5359514591	0.5921024971	0.6389062559	0.476834423	13	42
962	0.6846484616	0.6709760508	0.4509535583	0.7170213506	0.6478982949	0.8695589432	0.7555400941	0.769848629	0.3768924008	13	40
963	0.4128840947	0.3241473957	0.6848680135	0.5831512916	0.6148676326	0.367102162	0.3914122121	0.4062661226	0.3886130509	12	39
964	0.75127174	0.7702358307	0.5246316569	0.6627507313	0.7585361285	0.5498843603	0.5350162795	0.5295090535	0.4143729446	13	41
965	0.6041107813	0.4767722173	0.3509149881	0.4733097623	0.5188540966	0.4835039055	0.4870430259	0.4871837942	0.3237726341	13	39
966	0.3168267047	0.2908321277	0.5032852455	0.6514312894	0.5382969756	0.4219005463	0.4896097357	0.4743660541	0.4271871929	14	40
967	0.5484872319	0.4675347222	0.5315143232	0.6611545576	0.6736907116	0.6437324658	0.6744880068	0.6871138559	0.2742528983	12	39
968	0.6300905519	0.500082779	0.6307323124	0.6194851549	0.5054543598	0.3521547757	0.3506356048	0.3449810564	0.1447174399	12	43
969	0.502706146	0.4868192288	0.4109922607	0.6069218088	0.4949693723	0.3398028811	0.4502978134	0.4561177022	0.3899193564	12	40
970	0.4084156949	0.4315803986	0.521036581	0.4976306334	0.5257560458	0.377737923	0.438139767	0.4292357308	0.5486133229	13	43
971	0.3346493723	0.300655788	0.3653004696	0.4197790853	0.3637616202	0.3822443609	0.3372671578	0.3553214744	0.2919080977	12	38
972	0.3616830744	0.3736418045	0.7169986372	0.7111673146	0.563548855	0.5853914387	0.5772003705	0.5956411454	0.3546854056	13	41
973	0.4729547517	0.4371279302	0.5028308179	0.5982890804	0.5626635824	0.7061336766	0.5227400907	0.5592171582	0.1060313275	12	39
974	0.6099381867	0.6523508077	0.5753306851	0.6325727909	0.5876146984	0.6652005035	0.7130803785	0.7159733952	0.6344600872	12	41
975	0.4937971306	0.521965392	0.4581171325	0.3425258203	0.4784489099	0.5135881529	0.4992446771	0.5064918725	0.4234487606	12	39
976	0.7292029477	0.6885746537	0.6458507517	0.6014490488	0.6283554866	0.3331442298	0.3273492561	0.3341215543	0.2404945815	11	41
977	0.4672204948	0.4014478899	0.5520363519	0.730705917	0.6794197099	0.3042451991	0.4340560338	0.4441911946	0.4168361235	13	40
978	0.4710781597	0.4373824997	0.651202877	0.5858731985	0.717009919	0.4712470048	0.5968284177	0.5957122441	0.4276065459	13	38
979	0.3326347954	0.3317365688	0.5249753253	0.476052686	0.5227498578	0.5607198593	0.3932519672	0.4229866226	0.3458799455	12	39
980	0.5588613676	0.4515260024	0.2819430197	0.4376827973	0.3951583686	0.4200463562	0.4463524474	0.4481873846	0.5905088898	13	39
981	0.5364367554	0.5144948809	0.530654008	0.6934898985	0.7624216768	0.7224985823	0.6591311922	0.7125923284	0.3892274045	12	38
982	0.7891320019	0.7405226593	0.4491712249	0.5546891579	0.4123874328	0.532148248	0.5010455342	0.5290916556	0.4492176832	12	43
